Identifiant| Tissular Location | Subcellular Location | Interactans | Chain Nature | Family name 
1B67_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B73_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B78_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B81_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B82_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C01_HUMAN | ['Peripheral blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C03_HUMAN | ['Peripheral blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C02_HUMAN | ['Liver'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C04_HUMAN | ['Blood', 'B-cell'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C05_HUMAN | ['Peripheral blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C06_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C07_HUMAN | ['Blood', 'Blood', 'Melanoma'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C08_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C12_HUMAN | ['Peripheral blood', 'Blood', 'Peripheral blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C14_HUMAN | ['Blood', 'Blood', 'Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C15_HUMAN | ['Peripheral blood', 'Leukemic T-cell'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C16_HUMAN | [] | ['Cell membrane', 'Secreted'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C17_HUMAN | ['Peripheral blood', 'Blood', 'Liver'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1C18_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
2A5A_HUMAN | ['Mammary cancer', 'Testis, Tongue', 'Hippocampus, Testis', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus', 'Chromosome', 'Centromere'] | ['EBI-1180783', 'EBI-641642', 'EBI-712311', 'EBI-302388', 'EBI-357094', 'EBI-989069'] | Serine/threonine-protein phosphatase  | initiator methionine
2A5B_HUMAN | ['Fetal brain', 'Brain', 'Brain'] | ['Cytoplasm'] | ['EBI-1180783', 'EBI-1748945', 'EBI-712311'] | Serine/threonine-protein phosphatase  | chain
2A5D_HUMAN | ['Fetal brain', 'Brain cortex', 'Bone marrow, Brain cortex', 'Heart', 'Colon, Eye, Kidney', 'Embryonic kidney', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus'] | ['EBI-79859', 'EBI-745426', 'EBI-302388', 'EBI-357094'] | Serine/threonine-protein phosphatase  | chain
2A5E_HUMAN | ['Fetal retina', 'Fetal brain', 'Testis', 'Brain', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Cytoplasm'] | ['EBI-1180783', 'EBI-998108', 'EBI-302388', 'EBI-357094', 'EBI-717233', 'EBI-524753'] | Serine/threonine-protein phosphatase  | initiator methionine
